Brand,Name,Audience score,Price,Pace,Arch support,Weight lab Weight brand,Lightweight,Drop lab Drop brand,Strike pattern,Size,Midsole softness,Toebox durability,Heel padding durability,Outsole durability,Breathability,Width / fit,Toebox width,Stiffness,Torsional rigidity,Heel counter stiffness,Plate,Rocker,Heel lab Heel brand,Forefoot lab Forefoot brand,Widths available,Orthotic friendly,Season,Removable insole,Ranking,Popularity,Gender,Terrain
Saucony,Endorphin Speed 5,"82
 Good!",$175,Tempo,Neutral,8.5 oz / 241g 8.4 oz / 238g,1,10.6 mm 8.0 mm,Heel,True to size,Soft,Decent,Good,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,1,37.4 mm 36.0 mm,26.8 mm 28.0 mm,NormalWide,1,SummerAll seasons,1,#274 Bottom 25%,#37 Top 11%,,
Saucony,Endorphin Speed 5,"82
 Good!",$175,Tempo,Neutral,8.5 oz / 241g 8.4 oz / 238g,1,10.6 mm 8.0 mm,Heel,True to size,Soft,Decent,Good,Good,Breathable,Medium,Medium,Moderate,Stiff,Stiff,0,1,37.4 mm 36.0 mm,26.8 mm 28.0 mm,NormalWide,1,SummerAll seasons,1,#271 Bottom 25%,#37 Top 11%,,
Saucony,Endorphin Trainer,"77
 Decent!",$180,Daily runningTempo,Neutral,10.1 oz / 285g 10.1 oz / 286g,0,6.9 mm 8.0 mm,Mid/forefoot,True to size,Soft,Decent,Decent,Good,Breathable,Narrow,Narrow,Stiff,Stiff,Flexible,Carbon plate,1,38.9 mm 42.0 mm,32.0 mm 34.0 mm,Normal,1,SummerAll seasons,1,#331 Bottom 9%,#175 Top 48%,,
Altra,Escalante 3,"84
 Good!",$140,Daily runningTempo,Neutral,9.5 oz / 269g 7.7 oz / 219g,0,0.2 mm 0.0 mm,Mid/forefoot,True to size,Balanced,-,-,-,Moderate,Medium,-,Stiff,Flexible,Flexible,0,0,25.0 mm 26.0 mm,24.8 mm 26.0 mm,Normal,1,All seasons,1,#459 Bottom 28%,#356 Bottom 44%,,
Altra,Escalante 4,"85
 Good!",$130,Daily running,Neutral,8.4 oz / 237g 9.5 oz / 269g,1,1.4 mm 0.0 mm,Mid/forefoot,True to size,Balanced,Good,Good,Good,Moderate,Wide,Wide,Flexible,Flexible,Flexible,0,0,23.8 mm 24.0 mm,22.4 mm 24.0 mm,Normal,1,All seasons,1,#212 Bottom 42%,#95 Top 26%,,
Altra,Escalante 4,"85
 Good!",$130,Daily running,Neutral,8.4 oz / 237g 9.5 oz / 269g,1,1.4 mm 0.0 mm,Mid/forefoot,True to size,Balanced,Good,Good,Good,Moderate,Wide,Wide,Flexible,Flexible,Flexible,0,0,23.8 mm 24.0 mm,22.4 mm 24.0 mm,Normal,1,All seasons,1,#219 Bottom 40%,#95 Top 26%,,
Altra,Escalante 4,"85
 Good!",$130,Daily running,Neutral,8.4 oz / 237g 9.5 oz / 269g,1,1.4 mm 0.0 mm,Mid/forefoot,True to size,Balanced,Good,Good,Good,Moderate,Wide,Wide,Flexible,Flexible,Flexible,0,0,23.8 mm 24.0 mm,22.4 mm 24.0 mm,Normal,1,All seasons,1,#219 Bottom 40%,#95 Top 26%,,
Altra,Escalante 4,"85
 Good!",$130,Daily running,Neutral,8.4 oz / 237g 9.5 oz / 269g,1,1.4 mm 0.0 mm,Mid/forefoot,True to size,Balanced,Good,Good,Good,Moderate,Wide,Wide,Flexible,Flexible,Flexible,0,0,23.8 mm 24.0 mm,22.4 mm 24.0 mm,Normal,1,All seasons,1,#219 Bottom 40%,#95 Top 26%,,
Altra,Escalante 4,"85
 Good!",$130,Daily running,Neutral,8.4 oz / 237g 9.5 oz / 269g,1,1.4 mm 0.0 mm,Mid/forefoot,True to size,Balanced,Good,Good,Good,Moderate,Wide,Wide,Flexible,Flexible,Flexible,0,0,23.8 mm 24.0 mm,22.4 mm 24.0 mm,Normal,1,All seasons,1,#219 Bottom 40%,#95 Top 26%,,
Altra,Escalante Racer,"91
 Superb!",$140,CompetitionTempo,Neutral,7.3 oz / 208g 6.8 oz / 193g,1,0.5 mm 0.0 mm,Mid/forefoot,True to size,Firm,Good,Good,Decent,Breathable,Medium,Wide,Moderate,Flexible,Flexible,0,0,19.0 mm 22.0 mm,18.5 mm 22.0 mm,Normal,1,SummerAll seasons,1,#52 Top 9%,#384 Bottom 40%,,
Altra,Escalante Racer 2,"87
 Great!",$140,CompetitionTempo,Neutral,7.9 oz / 224g 7.9 oz / 224g,1,1.1 mm 0.0 mm,Mid/forefoot,True to size,Balanced,Good,Decent,Good,Breathable,Wide,Wide,Moderate,Flexible,Flexible,0,0,22.5 mm 24.0 mm,21.4 mm 24.0 mm,Normal,1,SummerAll seasons,1,#149 Top 41%,#246 Bottom 32%,,
Altra,Escalante Racer 2,"87
 Great!",$140,CompetitionTempo,Neutral,7.9 oz / 224g 7.9 oz / 224g,1,1.1 mm 0.0 mm,Mid/forefoot,True to size,Balanced,Good,Decent,Good,Breathable,Wide,Wide,Moderate,Flexible,Flexible,0,0,22.5 mm 24.0 mm,21.4 mm 24.0 mm,Normal,1,SummerAll seasons,1,#149 Top 41%,#246 Bottom 32%,,
Altra,Escalante Racer 2,"87
 Great!",$140,CompetitionTempo,Neutral,7.9 oz / 224g 7.9 oz / 224g,1,1.1 mm 0.0 mm,Mid/forefoot,True to size,Balanced,Good,Decent,Good,Breathable,Wide,Wide,Moderate,Flexible,Flexible,0,0,22.5 mm 24.0 mm,21.4 mm 24.0 mm,Normal,1,SummerAll seasons,1,#150 Top 41%,#246 Bottom 32%,,
Altra,Escalante Racer 2,"87
 Great!",$140,CompetitionTempo,Neutral,7.9 oz / 224g 7.9 oz / 224g,1,1.1 mm 0.0 mm,Mid/forefoot,True to size,Balanced,Good,Decent,Good,Breathable,Wide,Wide,Moderate,Flexible,Flexible,0,0,22.5 mm 24.0 mm,21.4 mm 24.0 mm,Normal,1,SummerAll seasons,1,#150 Top 41%,#246 Bottom 32%,,
Altra,Escalante Racer 2,"87
 Great!",$140,CompetitionTempo,Neutral,7.9 oz / 224g 7.9 oz / 224g,1,1.1 mm 0.0 mm,Mid/forefoot,True to size,Balanced,Good,Decent,Good,Breathable,Wide,Wide,Moderate,Flexible,Flexible,0,0,22.5 mm 24.0 mm,21.4 mm 24.0 mm,Normal,1,SummerAll seasons,1,#149 Top 41%,#246 Bottom 32%,,
Altra,Experience Flow,"88
 Great!",$140,Daily running,Neutral,8.3 oz / 235g 8.4 oz / 238g,1,4.1 mm 4.0 mm,Mid/forefoot,True to size,Soft,Good,Good,Decent,Moderate,Wide,Wide,Moderate,Moderate,Moderate,0,0,30.7 mm 32.0 mm,26.6 mm 28.0 mm,Normal,1,All seasons,1,#255 Top 40%,#138 Top 22%,,
Altra,Experience Flow 2,"84
 Good!",$140,Daily running,Neutral,8.3 oz / 235g 8.1 oz / 231g,1,4.4 mm 4.0 mm,Mid/forefoot,-,Soft,Decent,Good,Decent,Moderate,Wide,Wide,Moderate,Moderate,Moderate,0,0,30.3 mm 32.0 mm,25.9 mm 28.0 mm,Normal,1,All seasons,1,#232 Bottom 36%,#87 Top 24%,,
Altra,Experience Form,"91
 Superb!",$145,Daily running,Stability,9.2 oz / 261g 9.6 oz / 272g,0,4.0 mm 4.0 mm,Mid/forefoot,Slightly small,Balanced,Decent,Decent,Decent,Moderate,Medium,Wide,Stiff,Moderate,Moderate,0,0,29.9 mm 30.0 mm,25.9 mm 26.0 mm,Normal,1,All seasons,1,#26 Top 8%,#211 Bottom 42%,,
Altra,Experience Form,"91
 Superb!",$145,Daily running,Stability,9.2 oz / 261g 9.6 oz / 272g,0,4.0 mm 4.0 mm,Mid/forefoot,Slightly small,Balanced,Decent,Decent,Decent,Moderate,Medium,Wide,Stiff,Moderate,Moderate,0,0,29.9 mm 30.0 mm,25.9 mm 26.0 mm,Normal,1,All seasons,1,#27 Top 8%,#211 Bottom 42%,,
Nike,Flex Experience Run 10,"79
 Good!",$65,Daily running,Neutral,7.1 oz / 201g 8 oz / 227g,1,10.4 mm,-,Slightly small,-,-,-,-,-,Narrow,-,Flexible,-,-,0,0,24.1 mm,13.7 mm,Normal,0,-,0,#582 Bottom 9%,#523 Bottom 18%,,
Nike,Flex Experience Run 11,"77
 Decent!",$70,Daily running,Neutral,8.2 oz / 232g 8.2 oz / 232g,1,6.2 mm,Mid/forefoot,True to size,Firm,Decent,-,-,Moderate,Medium,Narrow,Flexible,Flexible,Flexible,0,0,24.1 mm,17.9 mm,NormalWideX-Wide,1,All seasons,1,#611 Bottom 5%,#265 Top 42%,,
Nike,Flex Experience Run 12,"75
 Bad!",$75,Daily running,Neutral,8.5 oz / 241g 8.5 oz / 240g,1,6.0 mm 6.0 mm,Mid/forefoot,True to size,Firm,Decent,Good,Bad,Moderate,Medium,Medium,Flexible,Flexible,Flexible,0,0,25.9 mm,19.9 mm,NormalWideX-Wide,1,All seasons,1,#345 Bottom 5%,#61 Top 17%,,
Nike,Flex Experience Run 12,"75
 Bad!",$75,Daily running,Neutral,8.5 oz / 241g 8.5 oz / 240g,1,6.0 mm 6.0 mm,Mid/forefoot,True to size,Firm,Decent,Good,Bad,Moderate,Medium,Medium,Flexible,Flexible,Flexible,0,0,25.9 mm,19.9 mm,NormalWideX-Wide,1,All seasons,1,#345 Bottom 5%,#61 Top 17%,,
Nike,Flex Experience Run 12,"75
 Bad!",$75,Daily running,Neutral,8.5 oz / 241g 8.5 oz / 240g,1,6.0 mm 6.0 mm,Mid/forefoot,True to size,Firm,Decent,Good,Bad,Moderate,Medium,Medium,Flexible,Flexible,Flexible,0,0,25.9 mm,19.9 mm,NormalWideX-Wide,1,All seasons,1,#345 Bottom 5%,#61 Top 17%,,
Nike,Flex Experience Run 12,"75
 Bad!",$75,Daily running,Neutral,8.5 oz / 241g 8.5 oz / 240g,1,6.0 mm 6.0 mm,Mid/forefoot,True to size,Firm,Decent,Good,Bad,Moderate,Medium,Medium,Flexible,Flexible,Flexible,0,0,25.9 mm,19.9 mm,NormalWideX-Wide,1,All seasons,1,#345 Bottom 5%,#61 Top 17%,,
Nike,Flex Experience Run 12,"75
 Bad!",$75,Daily running,Neutral,8.5 oz / 241g 8.5 oz / 240g,1,6.0 mm 6.0 mm,Mid/forefoot,True to size,Firm,Decent,Good,Bad,Moderate,Medium,Medium,Flexible,Flexible,Flexible,0,0,25.9 mm,19.9 mm,NormalWideX-Wide,1,All seasons,1,#345 Bottom 5%,#61 Top 17%,,
Nike,Flex Run 2021,"82
 Good!",$80,Daily running,Neutral,7.9 oz / 223g,1,7.2 mm,Mid/forefoot,True to size,-,-,-,-,-,Medium,-,Flexible,-,-,0,0,32.3 mm,25.1 mm,Normal,0,-,0,#276 Bottom 24%,#337 Bottom 7%,,
Reebok,Floatride Energy 3,"91
 Superb!",$100,Daily running,Neutral,9 oz / 256g 8.5 oz / 241g,0,7.1 mm 9.0 mm,Mid/forefoot,True to size,-,-,-,-,-,Medium,-,Stiff,Moderate,Moderate,0,0,30.2 mm 26.0 mm,23.1 mm 17.0 mm,Normal,1,-,1,#38 Top 6%,#592 Bottom 8%,,
Reebok,Floatride Energy 5,"87
 Great!",$110,Daily running,Neutral,9 oz / 254g 9.4 oz / 266g,0,6.0 mm 8.0 mm,Mid/forefoot,True to size,Balanced,Bad,Decent,Good,Warm,Medium,Medium,Stiff,Flexible,Flexible,0,0,30.2 mm 27.0 mm,24.2 mm 19.0 mm,Normal,1,All seasons,1,#158 Top 44%,#273 Bottom 25%,,
Reebok,Floatride Energy 5,"87
 Great!",$110,Daily running,Neutral,9 oz / 254g 9.4 oz / 266g,0,6.0 mm 8.0 mm,Mid/forefoot,True to size,Balanced,Bad,Decent,Good,Warm,Medium,Medium,Stiff,Flexible,Flexible,0,0,30.2 mm 27.0 mm,24.2 mm 19.0 mm,Normal,1,All seasons,1,#160 Top 44%,#274 Bottom 25%,,
Reebok,Floatride Energy 5,"87
 Great!",$110,Daily running,Neutral,9 oz / 254g 9.4 oz / 266g,0,6.0 mm 8.0 mm,Mid/forefoot,True to size,Balanced,Bad,Decent,Good,Warm,Medium,Medium,Stiff,Flexible,Flexible,0,0,30.2 mm 27.0 mm,24.2 mm 19.0 mm,Normal,1,All seasons,1,#160 Top 44%,#274 Bottom 25%,,
Reebok,Floatride Energy 5,"87
 Great!",$110,Daily running,Neutral,9 oz / 254g 9.4 oz / 266g,0,6.0 mm 8.0 mm,Mid/forefoot,True to size,Balanced,Bad,Decent,Good,Warm,Medium,Medium,Stiff,Flexible,Flexible,0,0,30.2 mm 27.0 mm,24.2 mm 19.0 mm,Normal,1,All seasons,1,#158 Top 44%,#273 Bottom 25%,,
Reebok,Floatride Energy 5,"87
 Great!",$110,Daily running,Neutral,9 oz / 254g 9.4 oz / 266g,0,6.0 mm 8.0 mm,Mid/forefoot,True to size,Balanced,Bad,Decent,Good,Warm,Medium,Medium,Stiff,Flexible,Flexible,0,0,30.2 mm 27.0 mm,24.2 mm 19.0 mm,Normal,1,All seasons,1,#163 Top 45%,#274 Bottom 25%,,
Reebok,Floatride Energy 5,"87
 Great!",$110,Daily running,Neutral,9 oz / 254g 9.4 oz / 266g,0,6.0 mm 8.0 mm,Mid/forefoot,True to size,Balanced,Bad,Decent,Good,Warm,Medium,Medium,Stiff,Flexible,Flexible,0,0,30.2 mm 27.0 mm,24.2 mm 19.0 mm,Normal,1,All seasons,1,#162 Top 45%,#274 Bottom 25%,,
Reebok,Floatride Energy 5,"87
 Great!",$110,Daily running,Neutral,9 oz / 254g 9.4 oz / 266g,0,6.0 mm 8.0 mm,Mid/forefoot,True to size,Balanced,Bad,Decent,Good,Warm,Medium,Medium,Stiff,Flexible,Flexible,0,0,30.2 mm 27.0 mm,24.2 mm 19.0 mm,Normal,1,All seasons,1,#163 Top 45%,#274 Bottom 25%,,
Reebok,Floatride Energy 5,"87
 Great!",$110,Daily running,Neutral,9 oz / 254g 9.4 oz / 266g,0,6.0 mm 8.0 mm,Mid/forefoot,True to size,Balanced,Bad,Decent,Good,Warm,Medium,Medium,Stiff,Flexible,Flexible,0,0,30.2 mm 27.0 mm,24.2 mm 19.0 mm,Normal,1,All seasons,1,#162 Top 45%,#274 Bottom 25%,,
Reebok,Floatride Energy 5,"87
 Great!",$110,Daily running,Neutral,9 oz / 254g 9.4 oz / 266g,0,6.0 mm 8.0 mm,Mid/forefoot,True to size,Balanced,Bad,Decent,Good,Warm,Medium,Medium,Stiff,Flexible,Flexible,0,0,30.2 mm 27.0 mm,24.2 mm 19.0 mm,Normal,1,All seasons,1,#162 Top 45%,#274 Bottom 25%,,
Reebok,FloatZig 1,"89
 Great!",$130,Daily running,Neutral,10.1 oz / 285g 9.8 oz / 277g,0,7.0 mm 6.0 mm,HeelMid/forefoot,True to size,Balanced,Decent,Decent,Bad,Moderate,Medium,Medium,Moderate,Moderate,Moderate,0,1,36.8 mm 31.0 mm,29.8 mm 25.0 mm,Normal,1,All seasons,1,#79 Top 22%,#255 Bottom 30%,,Road
Reebok,FloatZig 1,"89
 Great!",$130,Daily running,Neutral,10.1 oz / 285g 9.8 oz / 277g,0,7.0 mm 6.0 mm,HeelMid/forefoot,True to size,Balanced,Decent,Decent,Bad,Moderate,Medium,Medium,Moderate,Moderate,Moderate,0,1,36.8 mm 31.0 mm,29.8 mm 25.0 mm,Normal,1,All seasons,1,#80 Top 22%,#256 Bottom 30%,,
Reebok,FloatZig 1,"89
 Great!",$130,Daily running,Neutral,10.1 oz / 285g 9.8 oz / 277g,0,7.0 mm 6.0 mm,HeelMid/forefoot,True to size,Balanced,Decent,Decent,Bad,Moderate,Medium,Medium,Moderate,Moderate,Moderate,0,1,36.8 mm 31.0 mm,29.8 mm 25.0 mm,Normal,1,All seasons,1,#83 Top 23%,#256 Bottom 30%,,
Adidas,Fluidflow 2.0,"80
 Good!",$80,Daily running,Neutral,11.1 oz / 316g 11 oz / 312g,0,8.1 mm,HeelMid/forefoot,Slightly large,Balanced,Decent,Good,Good,Moderate,Medium,Medium,Stiff,Flexible,Flexible,0,0,26.4 mm,18.3 mm,Normal,1,All seasons,1,#301 Bottom 17%,#198 Bottom 45%,,
Adidas,Fluidflow 2.0,"80
 Good!",$80,Daily running,Neutral,11.1 oz / 316g 11 oz / 312g,0,8.1 mm,HeelMid/forefoot,Slightly large,Balanced,Decent,Good,Good,Moderate,Medium,Medium,Stiff,Flexible,Flexible,0,0,26.4 mm,18.3 mm,Normal,1,All seasons,1,#301 Bottom 17%,#198 Bottom 45%,,
Adidas,Fluidflow 2.0,"80
 Good!",$80,Daily running,Neutral,11.1 oz / 316g 11 oz / 312g,0,8.1 mm,HeelMid/forefoot,Slightly large,Balanced,Decent,Good,Good,Moderate,Medium,Medium,Stiff,Flexible,Flexible,0,0,26.4 mm,18.3 mm,Normal,1,All seasons,1,#300 Bottom 18%,#198 Bottom 45%,,
New Balance,Foam Arishi v4,"70
 Bad!",$70,Daily running,Neutral,8.5 oz / 242g 8.7 oz / 246g,1,7.7 mm 8.0 mm,Mid/forefoot,True to size,Soft,Bad,Bad,Good,Moderate,Medium,Medium,Flexible,Flexible,Flexible,0,0,28.1 mm,20.4 mm,NormalWideX-Wide,1,All seasons,1,#362 Bottom 1%,#12 Top 4%,,
Nike,Free RN NN,"74
 Bad!",$100,Daily running,Neutral,6.9 oz / 197g,1,6.9 mm,Mid/forefoot,True to size,Balanced,Good,Good,Good,Warm,Wide,Wide,Flexible,Flexible,Flexible,0,0,25.6 mm,18.7 mm,Normal,1,All seasons,1,#355 Bottom 3%,#278 Bottom 24%,,
Nike,Free RN NN,"74
 Bad!",$100,Daily running,Neutral,6.9 oz / 197g,1,6.9 mm,Mid/forefoot,True to size,Balanced,Good,Good,Good,Warm,Wide,Wide,Flexible,Flexible,Flexible,0,0,25.6 mm,18.7 mm,Normal,1,All seasons,1,#355 Bottom 3%,#278 Bottom 24%,,
Nike,Free RN NN,"74
 Bad!",$100,Daily running,Neutral,6.9 oz / 197g,1,6.9 mm,Mid/forefoot,True to size,Balanced,Good,Good,Good,Warm,Wide,Wide,Flexible,Flexible,Flexible,0,0,25.6 mm,18.7 mm,Normal,1,All seasons,1,#355 Bottom 3%,#278 Bottom 24%,,
Nike,Free RN NN,"74
 Bad!",$100,Daily running,Neutral,6.9 oz / 197g,1,6.9 mm,Mid/forefoot,True to size,Balanced,Good,Good,Good,Warm,Wide,Wide,Flexible,Flexible,Flexible,0,0,25.6 mm,18.7 mm,Normal,1,All seasons,1,#355 Bottom 3%,#278 Bottom 24%,,
Nike,Free Run 5.0,"80
 Good!",$100,Daily running,Neutral,6.2 oz / 175g 8.2 oz / 232g,1,8.1 mm,Mid/forefoot,True to size,-,-,-,-,-,Wide,-,Flexible,Flexible,Flexible,0,0,23.4 mm,15.3 mm,Normal,0,-,0,#557 Bottom 13%,#626 Bottom 2%,,
Saucony,Freedom 4,"86
 Good!",$150,Daily running,Neutral,8 oz / 227g 9.5 oz / 269g,1,5.2 mm 4.0 mm,Mid/forefoot,-,-,-,-,-,-,Medium,-,-,Flexible,-,0,0,26.4 mm 28.0 mm,21.2 mm 24.0 mm,Normal,1,-,1,#193 Bottom 47%,#331 Bottom 9%,,
New Balance,Fresh Foam 1080 v11,"89
 Great!",$150,Daily running,Neutral,9.2 oz / 261g 10.1 oz / 285g,0,8.0 mm 8.0 mm,HeelMid/forefoot,True to size,-,-,-,-,-,Narrow,-,-,Moderate,-,0,1,34.2 mm 30.0 mm,26.2 mm 22.0 mm,NarrowNormalWideX-Wide,1,-,1,#190 Top 30%,#88 Top 14%,,
New Balance,Fresh Foam 680 v8,"84
 Good!",$80,Daily running,Neutral,9.2 oz / 261g 9.5 oz / 268g,0,7.8 mm,Mid/forefoot,Slightly small,Soft,Good,Good,Good,Breathable,Medium,Medium,Flexible,Flexible,Moderate,0,0,35.4 mm,27.6 mm,NormalWideX-Wide,1,SummerAll seasons,1,#241 Bottom 34%,#32 Top 9%,,
New Balance,Fresh Foam 680 v8,"84
 Good!",$80,Daily running,Neutral,9.2 oz / 261g 9.5 oz / 268g,0,7.8 mm,Mid/forefoot,Slightly small,Soft,Good,Good,Good,Breathable,Medium,Medium,Flexible,Flexible,Moderate,0,0,35.4 mm,27.6 mm,NormalWideX-Wide,1,SummerAll seasons,1,#240 Bottom 34%,#32 Top 9%,,
New Balance,Fresh Foam 680 v8,"84
 Good!",$80,Daily running,Neutral,9.2 oz / 261g 9.5 oz / 268g,0,7.8 mm,Mid/forefoot,Slightly small,Soft,Good,Good,Good,Breathable,Medium,Medium,Flexible,Flexible,Moderate,0,0,35.4 mm,27.6 mm,NormalWideX-Wide,1,SummerAll seasons,1,#240 Bottom 34%,#32 Top 9%,,
New Balance,Fresh Foam 860 v11,"91
 Superb!",$130,Daily running,Stability,10.6 oz / 300g 9.7 oz / 275g,0,12.4 mm 10.0 mm,Heel,Slightly large,-,-,-,-,-,Medium,-,Stiff,-,-,0,0,34.2 mm,21.8 mm,NarrowNormalWideX-Wide,0,-,0,#61 Top 10%,#67 Top 11%,,
New Balance,Fresh Foam 860 v12,"87
 Great!",$130,Daily running,Stability,11 oz / 311g 10.8 oz / 306g,0,13.3 mm,Heel,Slightly small,-,-,-,-,-,Medium,-,Stiff,-,-,0,0,33.6 mm,20.3 mm,NarrowNormalWideX-Wide,0,-,0,#330 Bottom 48%,#435 Bottom 32%,,
New Balance,Fresh Foam Arishi v4,"70
 Bad!",$70,Daily running,Neutral,8.5 oz / 242g 8.7 oz / 246g,1,7.7 mm 8.0 mm,Mid/forefoot,True to size,Soft,Bad,Bad,Good,Moderate,Medium,Medium,Flexible,Flexible,Flexible,0,0,28.1 mm,20.4 mm,NormalWideX-Wide,1,All seasons,1,#361 Bottom 1%,#12 Top 4%,,
New Balance,Fresh Foam Arishi v4,"70
 Bad!",$70,Daily running,Neutral,8.5 oz / 242g 8.7 oz / 246g,1,7.7 mm 8.0 mm,Mid/forefoot,True to size,Soft,Bad,Bad,Good,Moderate,Medium,Medium,Flexible,Flexible,Flexible,0,0,28.1 mm,20.4 mm,NormalWideX-Wide,1,All seasons,1,#362 Bottom 1%,#12 Top 4%,,
New Balance,Fresh Foam Arishi v4,"70
 Bad!",$70,Daily running,Neutral,8.5 oz / 242g 8.7 oz / 246g,1,7.7 mm 8.0 mm,Mid/forefoot,True to size,Soft,Bad,Bad,Good,Moderate,Medium,Medium,Flexible,Flexible,Flexible,0,0,28.1 mm,20.4 mm,NormalWideX-Wide,1,All seasons,1,#362 Bottom 1%,#12 Top 4%,,
New Balance,Fresh Foam More v3,"90
 Superb!",$165,Daily running,Neutral,10.4 oz / 296g 10.9 oz / 309g,0,7.8 mm 4.0 mm,Mid/forefoot,True to size,Soft,-,-,-,Warm,Medium,-,Stiff,Moderate,Moderate,0,0,37.5 mm 33.0 mm,29.7 mm 29.0 mm,Normal,1,Winter,1,#117 Top 19%,#261 Top 41%,,
New Balance,Fresh Foam Roav V2,"79
 Good!",$85,Daily running,Neutral,8.4 oz / 238g 9.1 oz / 258g,1,7.2 mm 8.0 mm,Mid/forefoot,Slightly small,Balanced,-,-,-,Warm,Narrow,-,Moderate,Flexible,Flexible,0,0,32.2 mm,25.0 mm,NormalWideX-Wide,1,Winter,1,#320 Bottom 12%,#113 Top 31%,,
New Balance,Fresh Foam Roav V2,"79
 Good!",$85,Daily running,Neutral,8.4 oz / 238g 9.1 oz / 258g,1,7.2 mm 8.0 mm,Mid/forefoot,Slightly small,Balanced,-,-,-,Warm,Narrow,-,Moderate,Flexible,Flexible,0,0,32.2 mm,25.0 mm,NormalWideX-Wide,1,Winter,1,#319 Bottom 12%,#113 Top 31%,,
New Balance,Fresh Foam Roav V2,"79
 Good!",$85,Daily running,Neutral,8.4 oz / 238g 9.1 oz / 258g,1,7.2 mm 8.0 mm,Mid/forefoot,Slightly small,Balanced,-,-,-,Warm,Narrow,-,Moderate,Flexible,Flexible,0,0,32.2 mm,25.0 mm,NormalWideX-Wide,1,Winter,1,#319 Bottom 12%,#113 Top 31%,,
New Balance,Fresh Foam Roav V2,"79
 Good!",$85,Daily running,Neutral,8.4 oz / 238g 9.1 oz / 258g,1,7.2 mm 8.0 mm,Mid/forefoot,Slightly small,Balanced,-,-,-,Warm,Narrow,-,Moderate,Flexible,Flexible,0,0,32.2 mm,25.0 mm,NormalWideX-Wide,1,Winter,1,#319 Bottom 12%,#113 Top 31%,,
New Balance,Fresh Foam Roav V2,"79
 Good!",$85,Daily running,Neutral,8.4 oz / 238g 9.1 oz / 258g,1,7.2 mm 8.0 mm,Mid/forefoot,Slightly small,Balanced,-,-,-,Warm,Narrow,-,Moderate,Flexible,Flexible,0,0,32.2 mm,25.0 mm,NormalWideX-Wide,1,Winter,1,#318 Bottom 13%,#113 Top 31%,,
New Balance,Fresh Foam X 1080 v12,"88
 Great!",$160,Daily running,Neutral,10.1 oz / 286g 10.3 oz / 292g,0,3.3 mm 8.0 mm,Mid/forefoot,True to size,Soft,-,-,-,-,Narrow,-,Moderate,Moderate,Flexible,0,0,26.9 mm 34.0 mm,23.6 mm 26.0 mm,NarrowNormalWide,1,-,1,#283 Top 44%,#170 Top 27%,,
New Balance,Fresh Foam X 1080 v13,"89
 Great!",$165,Daily running,Neutral,9.3 oz / 264g 9.2 oz / 261g,0,5.6 mm 6.0 mm,Mid/forefoot,True to size,Soft,Decent,Good,Good,Breathable,Medium,Medium,Moderate,Flexible,Stiff,0,1,34.1 mm 37.0 mm,28.5 mm 31.0 mm,NarrowNormalWideX-Wide,1,SummerAll seasons,1,#206 Top 33%,#50 Top 8%,,
New Balance,Fresh Foam X 1080 v14,"86
 Good!",$165,Daily running,Neutral,10.1 oz / 285g 10.5 oz / 298g,0,4.2 mm 6.0 mm,HeelMid/forefoot,True to size,Soft,Good,Decent,Good,Moderate,Medium,Narrow,Moderate,Stiff,Stiff,0,1,37.0 mm 38.0 mm,32.8 mm 32.0 mm,NarrowNormalWideX-Wide,1,All seasons,1,#172 Top 48%,#3 Top 1%,,
New Balance,Fresh Foam X 1080 v14,"86
 Good!",$165,Daily running,Neutral,10.1 oz / 285g 10.5 oz / 298g,0,4.2 mm 6.0 mm,HeelMid/forefoot,True to size,Soft,Good,Decent,Good,Moderate,Medium,Narrow,Moderate,Stiff,Stiff,0,1,37.0 mm 38.0 mm,32.8 mm 32.0 mm,NarrowNormalWideX-Wide,1,All seasons,1,#172 Top 48%,#3 Top 1%,,
New Balance,Fresh Foam X 1080 v14,"86
 Good!",$165,Daily running,Neutral,10.1 oz / 285g 10.5 oz / 298g,0,4.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,Good,Decent,Good,Moderate,Medium,Narrow,Moderate,Stiff,Stiff,0,1,37.0 mm 38.0 mm,32.8 mm 32.0 mm,NarrowNormalWideX-Wide,1,All seasons,1,#172 Top 47%,#3 Top 1%,,
New Balance,Fresh Foam X 860 v14,"85
 Good!",$140,Daily running,Stability,10.4 oz / 295g 10.5 oz / 298g,0,9.3 mm 8.0 mm,HeelMid/forefoot,Slightly small,Soft,Decent,Bad,Decent,Moderate,Medium,Medium,Moderate,Moderate,Stiff,0,0,36.8 mm 38.0 mm,27.5 mm 30.0 mm,NarrowNormalWideX-Wide,1,All seasons,1,#217 Bottom 40%,#35 Top 10%,,
New Balance,Fresh Foam X 860 v14,"85
 Good!",$140,Daily running,Stability,10.4 oz / 295g 10.5 oz / 298g,0,9.3 mm 8.0 mm,HeelMid/forefoot,Slightly small,Soft,Decent,Bad,Decent,Moderate,Medium,Medium,Moderate,Moderate,Stiff,0,0,36.8 mm 38.0 mm,27.5 mm 30.0 mm,NarrowNormalWideX-Wide,1,All seasons,1,#217 Bottom 40%,#35 Top 10%,,
