Brand,Name,Audience score,Price,Trail terrain,Arch support,Weight lab Weight brand,Lightweight,Drop lab Drop brand,Strike pattern,Size,Midsole softness,Plate,Toebox durability,Heel padding durability,Outsole durability,Breathability,Width / fit,Toebox width,Stiffness,Torsional rigidity,Heel counter stiffness,Lug depth,Heel stack lab Heel stack brand,Forefoot lab Forefoot brand,Widths available,For heavy runners,Season,Removable insole,Orthotic friendly,Waterproofing,Ranking,Popularity
Salomon,Genesis,"92
 Superb!",$150,ModerateTechnical,Neutral,9.9 oz / 282g 9.7 oz / 275g,0,9.0 mm 8.0 mm,HeelMid/forefoot,True to size,Balanced,0,Good,Good,Decent,Moderate,Medium,Medium,Moderate,Moderate,Stiff,4.0 mm,33.5 mm 33.0 mm,24.5 mm 25.0 mm,Normal,0,All seasons,1,1,Water repellent,#12 Top 4%,#221 Bottom 39%
Salomon,Pulsar Trail,"87
 Great!",$130,Light,Neutral,9.9 oz / 281g 9.9 oz / 280g,0,7.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Decent,Good,Good,Moderate,Medium,Medium,Stiff,Stiff,Moderate,2.5 mm,31.0 mm 32.6 mm,23.8 mm 26.6 mm,Normal,0,All seasons,1,1,-,#153 Top 42%,#285 Bottom 22%
salomon,Pulsar Trail,"87
 Great!",$130,Light,Neutral,9.9 oz / 281g 9.9 oz / 280g,0,7.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Decent,Good,Good,Moderate,Medium,Medium,Stiff,Stiff,Moderate,2.5 mm,31.0 mm 32.6 mm,23.8 mm 26.6 mm,Normal,0,All seasons,1,1,-,#153 Top 42%,#285 Bottom 22%
Salomon,Pulsar Trail,"87
 Great!",$130,Light,Neutral,9.9 oz / 281g 9.9 oz / 280g,0,7.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Decent,Good,Good,Moderate,Medium,Medium,Stiff,Stiff,Moderate,2.5 mm,31.0 mm 32.6 mm,23.8 mm 26.6 mm,Normal,0,All seasons,1,1,-,#153 Top 42%,#285 Bottom 22%
Salomon,Pulsar Trail,"87
 Great!",$130,Light,Neutral,9.9 oz / 281g 9.9 oz / 280g,0,7.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Decent,Good,Good,Moderate,Medium,Medium,Stiff,Stiff,Moderate,2.5 mm,31.0 mm 32.6 mm,23.8 mm 26.6 mm,Normal,0,All seasons,1,1,-,#153 Top 42%,#285 Bottom 22%
Salomon,Pulsar Trail,"87
 Great!",$130,Light,Neutral,9.9 oz / 281g 9.9 oz / 280g,0,7.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Decent,Good,Good,Moderate,Medium,Medium,Stiff,Stiff,Moderate,2.5 mm,31.0 mm 32.6 mm,23.8 mm 26.6 mm,Normal,0,All seasons,1,1,-,#153 Top 42%,#285 Bottom 22%
Salomon,Pulsar Trail,"87
 Great!",$130,Light,Neutral,9.9 oz / 281g 9.9 oz / 280g,0,7.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Decent,Good,Good,Moderate,Medium,Medium,Stiff,Stiff,Moderate,2.5 mm,31.0 mm 32.6 mm,23.8 mm 26.6 mm,Normal,0,All seasons,1,1,-,#153 Top 42%,#285 Bottom 22%
Salomon,Pulsar Trail,"87
 Great!",$130,Light,Neutral,9.9 oz / 281g 9.9 oz / 280g,0,7.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Decent,Good,Good,Moderate,Medium,Medium,Stiff,Stiff,Moderate,2.5 mm,31.0 mm 32.6 mm,23.8 mm 26.6 mm,Normal,0,All seasons,1,1,-,#153 Top 42%,#285 Bottom 22%
Salomon,S/Lab Genesis,"92
 Superb!",$199,LightModerate,Neutral,8.8 oz / 249g 9.1 oz / 258g,1,7.8 mm 8.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Bad,Decent,Decent,Moderate,Medium,Medium,Moderate,Moderate,Flexible,4.3 mm,31.9 mm 33.0 mm,24.1 mm 25.0 mm,Normal,0,All seasons,1,1,-,#17 Top 5%,#339 Bottom 7%
Salomon,S/Lab Pulsar 4,"77
 Decent!",$220,Light,Neutral,8.7 oz / 247g 8.8 oz / 250g,1,7.1 mm 6.0 mm,Mid/forefoot,-,Soft,0,Decent,Good,Good,Warm,Medium,Medium,Moderate,Stiff,Moderate,3.0 mm,32.6 mm 31.0 mm,25.5 mm 25.0 mm,Normal,0,All seasons,0,0,-,#336 Bottom 8%,#361 Bottom 1%
Salomon,S/Lab Ultra,"82
 Good!",$240,LightModerate,Neutral,10.2 oz / 290g 10.3 oz / 293g,0,10.2 mm 8.0 mm,Heel,-,Soft,0,Bad,Good,Good,Moderate,Narrow,Narrow,Moderate,Stiff,Flexible,3.5 mm,36.3 mm 40.0 mm,26.1 mm 32.0 mm,Normal,0,All seasons,1,1,-,#271 Bottom 26%,#353 Bottom 4%
Salomon,S/Lab Ultra Glide,"76
 Decent!",$250,LightModerate,Neutral,10.8 oz / 305g 10.2 oz / 290g,0,7.2 mm 6.0 mm,Mid/forefoot,-,Balanced,0,Good,Good,Good,Warm,Narrow,Medium,Stiff,Stiff,Moderate,3.2 mm,41.0 mm 41.0 mm,33.8 mm 35.0 mm,Normal,0,All seasons,1,1,-,#339 Bottom 7%,#352 Bottom 4%
Salomon,Sense Pro 4,"87
 Great!",$140,ModerateTechnical,Neutral,9.6 oz / 272g 9 oz / 255g,0,4.0 mm 4.0 mm,Mid/forefoot,-,-,Rock plate,-,-,-,-,Medium,-,Stiff,-,Flexible,4.3 mm,24.4 mm 25.0 mm,20.5 mm 21.0 mm,Normal,0,-,0,0,Water repellent,#144 Top 40%,#356 Bottom 3%
Salomon,Sense Ride 4,"88
 Great!",$120,Moderate,Neutral,10.5 oz / 297g 10.2 oz / 290g,0,7.3 mm 8.0 mm,Mid/forefoot,True to size,-,0,-,-,-,Moderate,Medium,-,Stiff,Moderate,-,3.6 mm,26.5 mm 27.0 mm,19.2 mm 19.0 mm,Normal,0,All seasons,1,1,-,#231 Top 36%,#477 Bottom 26%
Salomon,Sense Ride 5,"89
 Great!",$140,LightModerate,Neutral,10.3 oz / 291g 10.3 oz / 291g,0,8.7 mm 8.3 mm,HeelMid/forefoot,Slightly small,Balanced,0,-,-,-,Moderate,Medium,Medium,Moderate,Moderate,Flexible,3.5 mm,27.2 mm 29.6 mm,18.5 mm 21.3 mm,NarrowNormal,0,All seasons,1,1,-,#107 Top 30%,#142 Top 39%
salomon,Sense Ride 5,"89
 Great!",$140,LightModerate,Neutral,10.3 oz / 291g 10.3 oz / 291g,0,8.7 mm 8.3 mm,HeelMid/forefoot,Slightly small,Balanced,0,-,-,-,Moderate,Medium,Medium,Moderate,Moderate,Flexible,3.5 mm,27.2 mm 29.6 mm,18.5 mm 21.3 mm,NarrowNormal,0,All seasons,1,1,-,#107 Top 30%,#142 Top 39%
Salomon,Sense Ride 5,"89
 Great!",$140,LightModerate,Neutral,10.3 oz / 291g 10.3 oz / 291g,0,8.7 mm 8.3 mm,HeelMid/forefoot,Slightly small,Balanced,0,-,-,-,Moderate,Medium,Medium,Moderate,Moderate,Flexible,3.5 mm,27.2 mm 29.6 mm,18.5 mm 21.3 mm,NarrowNormal,0,All seasons,1,1,-,#107 Top 30%,#142 Top 39%
Salomon,Sense Ride 5,"89
 Great!",$140,LightModerate,Neutral,10.3 oz / 291g 10.3 oz / 291g,0,8.7 mm 8.3 mm,HeelMid/forefoot,Slightly small,Balanced,0,-,-,-,Moderate,Medium,Medium,Moderate,Moderate,Flexible,3.5 mm,27.2 mm 29.6 mm,18.5 mm 21.3 mm,NarrowNormal,0,All seasons,1,1,-,#107 Top 30%,#142 Top 39%
Salomon,Sense Ride 5,"89
 Great!",$140,LightModerate,Neutral,10.3 oz / 291g 10.3 oz / 291g,0,8.7 mm 8.3 mm,HeelMid/forefoot,Slightly small,Balanced,0,-,-,-,Moderate,Medium,Medium,Moderate,Moderate,Flexible,3.5 mm,27.2 mm 29.6 mm,18.5 mm 21.3 mm,NarrowNormal,0,All seasons,1,1,-,#107 Top 30%,#142 Top 39%
Salomon,Sense Ride 5,"89
 Great!",$140,LightModerate,Neutral,10.3 oz / 291g 10.3 oz / 291g,0,8.7 mm 8.3 mm,HeelMid/forefoot,Slightly small,Balanced,0,-,-,-,Moderate,Medium,Medium,Moderate,Moderate,Flexible,3.5 mm,27.2 mm 29.6 mm,18.5 mm 21.3 mm,NarrowNormal,0,All seasons,1,1,-,#106 Top 29%,#142 Top 39%
Salomon,Sense Ride 5,"89
 Great!",$140,LightModerate,Neutral,10.3 oz / 291g 10.3 oz / 291g,0,8.7 mm 8.3 mm,HeelMid/forefoot,Slightly small,Balanced,0,-,-,-,Moderate,Medium,Medium,Moderate,Moderate,Flexible,3.5 mm,27.2 mm 29.6 mm,18.5 mm 21.3 mm,NarrowNormal,0,All seasons,1,1,-,#106 Top 29%,#142 Top 39%
Salomon,Speedcross 6,"89
 Great!",$145,Technical,Neutral,10.4 oz / 296g 10.5 oz / 298g,0,14.1 mm 10.0 mm,Heel,True to size,Firm,0,Good,Decent,Decent,Warm,Medium,Medium,Moderate,Stiff,Stiff,5.8 mm,36.5 mm 32.0 mm,22.4 mm 22.0 mm,NormalWide,0,Winter,1,1,-,#103 Top 28%,#77 Top 21%
Salomon,Speedcross 6 GTX,"87
 Great!",$165,Technical,Neutral,11.5 oz / 325g 11.6 oz / 328g,0,11.2 mm 10.0 mm,Heel,True to size,Firm,0,Good,Good,Decent,Warm,Medium,Medium,Stiff,Stiff,Stiff,5.0 mm,37.0 mm 32.0 mm,25.8 mm 22.0 mm,Normal,0,Winter,1,1,Waterproof,#157 Top 43%,#156 Top 43%
salomon,Speedcross 6 GTX,"87
 Great!",$165,Technical,Neutral,11.5 oz / 325g 11.6 oz / 328g,0,11.2 mm 10.0 mm,Heel,True to size,Firm,0,Good,Good,Decent,Warm,Medium,Medium,Stiff,Stiff,Stiff,5.0 mm,37.0 mm 32.0 mm,25.8 mm 22.0 mm,Normal,0,Winter,1,1,Waterproof,#157 Top 43%,#156 Top 43%
Salomon,Speedcross 6 GTX,"87
 Great!",$165,Technical,Neutral,11.5 oz / 325g 11.6 oz / 328g,0,11.2 mm 10.0 mm,Heel,True to size,Firm,0,Good,Good,Decent,Warm,Medium,Medium,Stiff,Stiff,Stiff,5.0 mm,37.0 mm 32.0 mm,25.8 mm 22.0 mm,Normal,0,Winter,1,1,Waterproof,#157 Top 43%,#156 Top 43%
Salomon,Supercross 4,"85
 Good!",$120,ModerateTechnical,Neutral,11.1 oz / 315g 10.7 oz / 303g,0,15.2 mm 11.0 mm,Heel,True to size,Soft,0,Good,Good,Good,Moderate,Medium,Narrow,Stiff,Flexible,Flexible,4.2 mm,35.1 mm 32.0 mm,19.9 mm 21.0 mm,Normal,0,All seasons,1,1,-,#213 Bottom 42%,#259 Bottom 29%
Salomon,Thundercross,"89
 Great!",$140,ModerateTechnical,Neutral,9.6 oz / 271g 10.2 oz / 290g,0,3.0 mm 4.0 mm,Mid/forefoot,True to size,Soft,0,Good,Decent,Good,Warm,Medium,Medium,Moderate,Stiff,Flexible,4.0 mm,27.6 mm 31.0 mm,24.6 mm 27.0 mm,Normal,0,Winter,1,1,-,#97 Top 27%,#222 Bottom 39%
Salomon,Thundercross,"89
 Great!",$140,ModerateTechnical,Neutral,9.6 oz / 271g 10.2 oz / 290g,0,3.0 mm 4.0 mm,Mid/forefoot,True to size,Soft,0,Good,Decent,Good,Warm,Medium,Medium,Moderate,Stiff,Flexible,4.0 mm,27.6 mm 31.0 mm,24.6 mm 27.0 mm,Normal,0,Winter,1,1,-,#98 Top 27%,#222 Bottom 39%
salomon,Thundercross,"89
 Great!",$140,ModerateTechnical,Neutral,9.6 oz / 271g 10.2 oz / 290g,0,3.0 mm 4.0 mm,Mid/forefoot,True to size,Soft,0,Good,Decent,Good,Warm,Medium,Medium,Moderate,Stiff,Flexible,4.0 mm,27.6 mm 31.0 mm,24.6 mm 27.0 mm,Normal,0,Winter,1,1,-,#98 Top 27%,#222 Bottom 39%
Salomon,Ultra Flow,"83
 Good!",$120,Light,Neutral,9.1 oz / 258g 8.6 oz / 244g,0,12.5 mm 6.0 mm,Heel,Slightly small,Soft,0,Good,Decent,Decent,Moderate,Medium,Medium,Moderate,Stiff,Stiff,2.8 mm,34.9 mm 32.0 mm,22.4 mm 26.0 mm,Normal,0,All seasons,1,1,-,#271 Bottom 26%,#287 Bottom 22%
Salomon,Ultra Glide,"89
 Great!",$140,LightModerate,Neutral,10 oz / 283g 10 oz / 283g,0,7.9 mm 6.0 mm,Mid/forefoot,True to size,Soft,0,Bad,Good,-,-,Medium,-,Stiff,Stiff,Stiff,3.5 mm,31.8 mm 32.0 mm,23.9 mm 26.0 mm,NormalWide,0,-,1,1,-,#175 Top 28%,#415 Bottom 35%
Salomon,Ultra Glide 2,"86
 Good!",$150,LightModerate,Neutral,10.1 oz / 286g 9.2 oz / 260g,0,7.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,0,Bad,-,-,Moderate,Narrow,Narrow,Moderate,Flexible,Moderate,2.8 mm,30.6 mm 32.0 mm,23.4 mm 26.0 mm,Normal,0,All seasons,0,0,-,#177 Top 49%,#181 Top 50%
salomon,Ultra Glide 2,"86
 Good!",$150,LightModerate,Neutral,10.1 oz / 286g 9.2 oz / 260g,0,7.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,0,Bad,-,-,Moderate,Narrow,Narrow,Moderate,Flexible,Moderate,2.8 mm,30.6 mm 32.0 mm,23.4 mm 26.0 mm,Normal,0,All seasons,0,0,-,#178 Top 49%,#181 Top 50%
Salomon,Ultra Glide 2,"86
 Good!",$150,LightModerate,Neutral,10.1 oz / 286g 9.2 oz / 260g,0,7.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,0,Bad,-,-,Moderate,Narrow,Narrow,Moderate,Flexible,Moderate,2.8 mm,30.6 mm 32.0 mm,23.4 mm 26.0 mm,Normal,0,All seasons,0,0,-,#178 Top 49%,#181 Top 50%
Salomon,Ultra Glide 2,"86
 Good!",$150,LightModerate,Neutral,10.1 oz / 286g 9.2 oz / 260g,0,7.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,0,Bad,-,-,Moderate,Narrow,Narrow,Moderate,Flexible,Moderate,2.8 mm,30.6 mm 32.0 mm,23.4 mm 26.0 mm,Normal,0,All seasons,0,0,-,#178 Top 49%,#181 Top 50%
Salomon,Ultra Glide 2,"86
 Good!",$150,LightModerate,Neutral,10.1 oz / 286g 9.2 oz / 260g,0,7.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,0,Bad,-,-,Moderate,Narrow,Narrow,Moderate,Flexible,Moderate,2.8 mm,30.6 mm 32.0 mm,23.4 mm 26.0 mm,Normal,0,All seasons,0,0,-,#177 Top 49%,#181 Top 50%
Salomon,Ultra Glide 2,"86
 Good!",$150,LightModerate,Neutral,10.1 oz / 286g 9.2 oz / 260g,0,7.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,0,Bad,-,-,Moderate,Narrow,Narrow,Moderate,Flexible,Moderate,2.8 mm,30.6 mm 32.0 mm,23.4 mm 26.0 mm,Normal,0,All seasons,0,0,-,#178 Top 49%,#181 Top 50%
Salomon,Ultra Glide 2,"86
 Good!",$150,LightModerate,Neutral,10.1 oz / 286g 9.2 oz / 260g,0,7.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,0,Bad,-,-,Moderate,Narrow,Narrow,Moderate,Flexible,Moderate,2.8 mm,30.6 mm 32.0 mm,23.4 mm 26.0 mm,Normal,0,All seasons,0,0,-,#177 Top 49%,#181 Top 50%
Salomon,Ultra Glide 2,"86
 Good!",$150,LightModerate,Neutral,10.1 oz / 286g 9.2 oz / 260g,0,7.2 mm 6.0 mm,Mid/forefoot,True to size,Soft,0,Bad,-,-,Moderate,Narrow,Narrow,Moderate,Flexible,Moderate,2.8 mm,30.6 mm 32.0 mm,23.4 mm 26.0 mm,Normal,0,All seasons,0,0,-,#178 Top 49%,#181 Top 50%
Salomon,XA Pro 3D GTX,"87
 Great!",$160,LightModerate,Stability,13.4 oz / 379g 14.3 oz / 405g,0,13.1 mm 12.0 mm,Heel,True to size,Firm,0,-,-,-,Warm,Medium,-,Stiff,Stiff,Stiff,2.9 mm,31.9 mm 27.0 mm,18.8 mm 15.0 mm,Normal,0,Winter,1,1,Waterproof,#334 Bottom 48%,#406 Bottom 37%
Salomon,XA Pro 3D V8,"89
 Great!",$130,LightModerate,Stability,12.3 oz / 350g 12 oz / 340g,0,14.6 mm 11.0 mm,Heel,True to size,Firm,0,-,-,-,Moderate,Medium,-,Stiff,Stiff,Stiff,2.9 mm,35.0 mm 28.0 mm,20.4 mm 17.0 mm,NormalWide,0,All seasons,1,1,-,#180 Top 28%,#538 Bottom 16%
Salomon,XA Pro 3D v9,"75
 Bad!",$140,LightModerate,Stability,12.2 oz / 346g 11.4 oz / 323g,0,12.5 mm 11.0 mm,Heel,True to size,Firm,0,Very good,Decent,Good,Moderate,Wide,Medium,Stiff,Stiff,Stiff,2.8 mm,31.7 mm 28.0 mm,19.2 mm 17.0 mm,NormalWide,0,All seasons,1,1,-,#348 Bottom 5%,#165 Top 45%
Salomon,XA Pro 3D v9,"75
 Bad!",$140,LightModerate,Stability,12.2 oz / 346g 11.4 oz / 323g,0,12.5 mm 11.0 mm,Heel,True to size,Firm,0,Very good,Decent,Good,Moderate,Wide,Medium,Stiff,Stiff,Stiff,2.8 mm,31.7 mm 28.0 mm,19.2 mm 17.0 mm,NormalWide,0,All seasons,1,1,-,#348 Bottom 5%,#165 Top 45%
Salomon,XA Pro 3D v9 GTX,"83
 Good!",$160,LightModerate,Stability,12.7 oz / 359g 12.7 oz / 360g,0,13.5 mm 11.0 mm,Heel,True to size,Firm,Rock plate,Very good,Decent,Good,Warm,Medium,Medium,Stiff,Stiff,Stiff,2.8 mm,33.5 mm,20.0 mm,NormalWide,0,Winter,1,1,Waterproof,#257 Bottom 30%,#53 Top 15%
Salomon,XA Pro 3D v9 GTX,"83
 Good!",$160,LightModerate,Stability,12.7 oz / 359g 12.7 oz / 360g,0,13.5 mm 11.0 mm,Heel,True to size,Firm,Rock plate,Very good,Decent,Good,Warm,Medium,Medium,Stiff,Stiff,Stiff,2.8 mm,33.5 mm,20.0 mm,NormalWide,0,Winter,1,1,Waterproof,#257 Bottom 30%,#53 Top 15%
Saucony,Endorphin Edge,"87
 Great!",$200,Moderate,Neutral,9.5 oz / 269g 9.1 oz / 258g,0,7.1 mm 6.0 mm,Mid/forefoot,True to size,Soft,Carbon plate,-,-,-,Moderate,Narrow,-,Stiff,Stiff,Moderate,3.4 mm,33.4 mm 36.0 mm,26.3 mm 30.0 mm,Normal,0,All seasons,1,1,-,#163 Top 45%,#229 Bottom 37%
Saucony,Endorphin Edge,"87
 Great!",$200,Moderate,Neutral,9.5 oz / 269g 9.1 oz / 258g,0,7.1 mm 6.0 mm,Mid/forefoot,True to size,Soft,Carbon plate,-,-,-,Moderate,Narrow,-,Stiff,Stiff,Moderate,3.4 mm,33.4 mm 36.0 mm,26.3 mm 30.0 mm,Normal,0,All seasons,1,1,-,#163 Top 45%,#229 Bottom 37%
Saucony,Endorphin Edge,"87
 Great!",$200,Moderate,Neutral,9.5 oz / 269g 9.1 oz / 258g,0,7.1 mm 6.0 mm,Mid/forefoot,True to size,Soft,Carbon plate,-,-,-,Moderate,Narrow,-,Stiff,Stiff,Moderate,3.4 mm,33.4 mm 36.0 mm,26.3 mm 30.0 mm,Normal,0,All seasons,1,1,-,#163 Top 45%,#229 Bottom 37%
Saucony,Endorphin Edge,"87
 Great!",$200,Moderate,Neutral,9.5 oz / 269g 9.1 oz / 258g,0,7.1 mm 6.0 mm,Mid/forefoot,True to size,Soft,Carbon plate,-,-,-,Moderate,Narrow,-,Stiff,Stiff,Moderate,3.4 mm,33.4 mm 36.0 mm,26.3 mm 30.0 mm,Normal,0,All seasons,1,1,-,#163 Top 45%,#229 Bottom 37%
Saucony,Endorphin Rift,"85
 Good!",$170,Technical,Neutral,9 oz / 255g 9.1 oz / 258g,0,7.9 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Good,Good,Good,Breathable,Medium,Medium,Stiff,Moderate,Moderate,4.5 mm,33.0 mm 34.0 mm,25.1 mm 28.0 mm,Normal,0,SummerAll seasons,1,1,-,#222 Bottom 39%,#309 Bottom 15%
Saucony,Endorphin Rift,"85
 Good!",$170,Technical,Neutral,9 oz / 255g 9.1 oz / 258g,0,7.9 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Good,Good,Good,Breathable,Medium,Medium,Stiff,Moderate,Moderate,4.5 mm,33.0 mm 34.0 mm,25.1 mm 28.0 mm,Normal,0,SummerAll seasons,1,1,-,#221 Bottom 39%,#309 Bottom 16%
Saucony,Endorphin Rift,"85
 Good!",$170,Technical,Neutral,9 oz / 255g 9.1 oz / 258g,0,7.9 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Good,Good,Good,Breathable,Medium,Medium,Stiff,Moderate,Moderate,4.5 mm,33.0 mm 34.0 mm,25.1 mm 28.0 mm,Normal,0,SummerAll seasons,1,1,-,#221 Bottom 39%,#309 Bottom 16%
Saucony,Endorphin Rift,"85
 Good!",$170,Technical,Neutral,9 oz / 255g 9.1 oz / 258g,0,7.9 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Good,Good,Good,Breathable,Medium,Medium,Stiff,Moderate,Moderate,4.5 mm,33.0 mm 34.0 mm,25.1 mm 28.0 mm,Normal,0,SummerAll seasons,1,1,-,#221 Bottom 39%,#309 Bottom 16%
Saucony,Endorphin Rift,"85
 Good!",$170,Technical,Neutral,9 oz / 255g 9.1 oz / 258g,0,7.9 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Good,Good,Good,Breathable,Medium,Medium,Stiff,Moderate,Moderate,4.5 mm,33.0 mm 34.0 mm,25.1 mm 28.0 mm,Normal,0,SummerAll seasons,1,1,-,#221 Bottom 39%,#309 Bottom 16%
Saucony,Endorphin Rift,"85
 Good!",$170,Technical,Neutral,9 oz / 255g 9.1 oz / 258g,0,7.9 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Good,Good,Good,Breathable,Medium,Medium,Stiff,Moderate,Moderate,4.5 mm,33.0 mm 34.0 mm,25.1 mm 28.0 mm,Normal,0,SummerAll seasons,1,1,-,#221 Bottom 39%,#309 Bottom 16%
Saucony,Endorphin Rift,"85
 Good!",$170,Technical,Neutral,9 oz / 255g 9.1 oz / 258g,0,7.9 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Good,Good,Good,Breathable,Medium,Medium,Stiff,Moderate,Moderate,4.5 mm,33.0 mm 34.0 mm,25.1 mm 28.0 mm,Normal,0,SummerAll seasons,1,1,-,#221 Bottom 39%,#309 Bottom 16%
Saucony,Endorphin Rift,"85
 Good!",$170,Technical,Neutral,9 oz / 255g 9.1 oz / 258g,0,7.9 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Good,Good,Good,Breathable,Medium,Medium,Stiff,Moderate,Moderate,4.5 mm,33.0 mm 34.0 mm,25.1 mm 28.0 mm,Normal,0,SummerAll seasons,1,1,-,#221 Bottom 39%,#309 Bottom 16%
Saucony,Endorphin Rift,"85
 Good!",$170,Technical,Neutral,9 oz / 255g 9.1 oz / 258g,0,7.9 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Good,Good,Good,Breathable,Medium,Medium,Stiff,Moderate,Moderate,4.5 mm,33.0 mm 34.0 mm,25.1 mm 28.0 mm,Normal,0,SummerAll seasons,1,1,-,#222 Bottom 39%,#309 Bottom 16%
Saucony,Endorphin Rift,"85
 Good!",$170,Technical,Neutral,9 oz / 255g 9.1 oz / 258g,0,7.9 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Good,Good,Good,Breathable,Medium,Medium,Stiff,Moderate,Moderate,4.5 mm,33.0 mm 34.0 mm,25.1 mm 28.0 mm,Normal,0,SummerAll seasons,1,1,-,#221 Bottom 39%,#309 Bottom 16%
Saucony,Endorphin Rift,"85
 Good!",$170,Technical,Neutral,9 oz / 255g 9.1 oz / 258g,0,7.9 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Good,Good,Good,Breathable,Medium,Medium,Stiff,Moderate,Moderate,4.5 mm,33.0 mm 34.0 mm,25.1 mm 28.0 mm,Normal,0,SummerAll seasons,1,1,-,#221 Bottom 39%,#309 Bottom 16%
Saucony,Endorphin Rift,"85
 Good!",$170,Technical,Neutral,9 oz / 255g 9.1 oz / 258g,0,7.9 mm 6.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Good,Good,Good,Breathable,Medium,Medium,Stiff,Moderate,Moderate,4.5 mm,33.0 mm 34.0 mm,25.1 mm 28.0 mm,Normal,0,SummerAll seasons,1,1,-,#221 Bottom 39%,#309 Bottom 16%
Saucony,Endorphin Trail,"86
 Good!",$160,Technical,Neutral,11 oz / 312g 10.4 oz / 295g,0,5.2 mm 4.0 mm,Mid/forefoot,True to size,-,0,-,-,-,-,Medium,-,Stiff,Stiff,Stiff,4.5 mm,36.3 mm 36.5 mm,31.1 mm 32.5 mm,Normal,0,-,1,1,-,#190 Bottom 48%,#321 Bottom 12%
Saucony,Peregrine 11,"88
 Great!",$120,Technical,Neutral,11.2 oz / 318g 10.9 oz / 310g,0,5.1 mm 4.0 mm,Mid/forefoot,Slightly large,-,Rock plate,-,-,-,-,Medium,-,Stiff,Moderate,-,4.4 mm,27.5 mm 27.0 mm,22.4 mm 23.0 mm,Normal,0,-,1,1,-,#261 Top 41%,#584 Bottom 9%
Saucony,Peregrine 12,"86
 Good!",$130,Technical,Neutral,10.1 oz / 285g 9.6 oz / 272g,0,6.9 mm 4.0 mm,Mid/forefoot,True to size,-,Rock plate,-,-,-,-,Wide,-,Stiff,-,-,4.6 mm,30.2 mm 26.5 mm,23.2 mm 22.5 mm,NormalWide,0,-,0,0,-,#350 Bottom 45%,#502 Bottom 22%
Saucony,Peregrine 13,"89
 Great!",$140,Technical,Neutral,9.6 oz / 271g 9.6 oz / 271g,0,3.9 mm 4.0 mm,Mid/forefoot,True to size,Balanced,Rock plate,-,-,-,Moderate,Medium,Narrow,Stiff,Flexible,Moderate,4.8 mm,27.5 mm 28.0 mm,23.6 mm 24.0 mm,Normal,0,All seasons,1,1,-,#186 Top 29%,#441 Bottom 31%
Saucony,Peregrine 14,"88
 Great!",$140,ModerateTechnical,Neutral,9.4 oz / 266g 9.4 oz / 267g,0,2.2 mm 4.0 mm,Mid/forefoot,True to size,Balanced,Rock plate,Decent,Decent,Good,Moderate,Wide,Medium,Moderate,Moderate,Moderate,4.7 mm,27.3 mm 31.0 mm,25.1 mm 27.0 mm,NormalWide,0,All seasons,1,1,-,#218 Top 34%,#350 Bottom 45%
Saucony,Peregrine 15,"78
 Decent!",$140,LightModerate,Neutral,9.4 oz / 266g 9.7 oz / 275g,0,3.7 mm 4.0 mm,Mid/forefoot,True to size,Soft,Rock plate,Good,Decent,Good,Moderate,Medium,Narrow,Moderate,Flexible,Moderate,4.7 mm,29.5 mm 28.0 mm,25.8 mm 24.0 mm,NormalWide,0,All seasons,1,1,-,#326 Bottom 11%,#139 Top 38%
